Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
SILVER STREET,8.283,8.198,9.151,9.11,9.101,9.116,9.154,9.135,9.071,9.01,8.98,8.99,9.021,9.034,9.077,9.122,9.175,9.196,9.198,9.191,9.182,9.17,9.158,9.139,9.113,9.081,9.1,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SILVERWOOD,14.591,14.802,16.453,16.857,17.209,17.618,18.253,19.235,20.348,21.512,22.622,23.704,25.268,26.637,28.046,29.476,31.026,31.794,32.543,33.257,33.938,34.537,35.025,35.436,35.804,36.121,36.188,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SKILLINGS LANE,9.024,9.092,11.495,11.636,11.788,11.944,12.2,12.535,12.85,13.192,13.614,14.166,14.738,15.333,15.913,16.438,16.776,16.93,17.088,17.238,17.368,17.486,17.589,17.679,17.757,17.843,17.894,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SKIPTON,14.256,14.267,14.345,14.529,14.769,15.043,15.482,16.007,16.478,16.998,17.563,18.215,19.084,19.861,20.74,21.586,22.38,22.786,23.175,23.537,23.867,24.161,24.412,24.626,24.813,24.99,25.071,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SLAITHWAITE,9.303,9.295,9.521,9.639,9.758,9.901,10.123,10.433,10.777,11.11,11.452,11.839,12.375,12.767,13.151,13.509,13.835,13.919,13.993,14.047,14.073,14.088,14.093,14.084,14.073,14.057,14.04,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SLEDMERE GARTH,4.879,4.946,4.973,5.073,5.207,5.367,5.626,5.89,6.085,6.329,6.569,6.803,7.197,7.574,7.956,8.346,8.776,8.989,9.186,9.396,9.602,9.784,9.93,10.059,10.177,10.287,10.313,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SMITH STREET,6.649,6.719,7.197,7.356,7.529,7.73,8.044,8.47,8.907,9.366,9.809,10.238,10.835,11.402,11.99,12.586,13.24,13.597,13.943,14.276,14.594,14.87,15.094,15.285,15.454,15.605,15.634,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SMITHY GREEN,4.7,4.818,4.962,5.17,5.398,5.664,6.031,6.5,6.989,7.506,8.012,8.498,9.111,9.678,10.248,10.807,11.392,11.727,12.04,12.328,12.594,12.824,13.009,13.163,13.3,13.419,13.442,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SNAITHING PARK ROAD,12.733,12.759,12.783,12.895,13.005,13.176,13.474,13.988,14.612,15.267,15.894,16.499,17.405,18.209,19.07,19.954,20.941,21.442,21.912,22.347,22.765,23.133,23.439,23.684,23.891,24.058,24.048,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SNELSINS LANE,10.163,10.147,10.759,10.811,10.895,11.001,11.206,11.55,11.915,12.313,12.684,13.012,13.487,13.984,14.508,15.048,15.658,16.001,16.332,16.646,16.947,17.206,17.412,17.582,17.724,17.848,17.819,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
