Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
THORNBURY,2.311,2.392,2.275,2.385,2.502,2.614,2.657,2.774,2.862,2.884,2.822,2.385,2.569,2.786,3,3.23,3.464,3.71,3.878,4.136,4.384,4.645,4.909,5.148,5.415,5.675,5.676,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
THORNE,13.582,13.765,13.797,14.102,14.446,14.75,14.949,15.66,16.331,16.95,17.466,17.564,18.002,18.363,18.745,19.11,19.487,19.865,19.472,19.889,20.294,20.709,21.14,21.535,21.947,22.358,22.362,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
THORNTON,3.555,3.733,3.828,4.016,4.226,4.439,4.592,4.892,5.174,5.382,5.531,5.362,5.676,6.054,6.425,6.825,7.232,7.66,7.961,8.411,8.842,9.296,9.755,10.17,10.635,11.088,11.09,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
THORPE ROAD,6.663,6.933,7.22,7.48,7.791,8.061,8.257,9.079,9.864,10.637,11.34,11.826,12.195,12.441,12.714,12.952,13.2,13.439,12.721,12.997,13.272,13.544,13.838,14.11,14.372,14.641,14.648,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
TICKHILL ROAD,5.543,5.766,5.833,6.211,6.626,6.989,7.256,8.098,8.917,9.702,10.413,10.81,11.311,11.706,12.129,12.527,12.941,13.353,12.856,13.31,13.754,14.204,14.674,15.105,15.553,16,16.003,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
TINGLEY,5.46,5.592,5.599,5.777,5.968,6.147,6.275,6.564,6.839,7.067,7.246,7.181,7.439,7.713,7.989,8.277,8.572,8.878,8.975,9.3,9.612,9.939,10.271,10.572,10.904,11.23,11.231,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
TINSLEY PARK ROAD,1.815,1.839,1.688,1.673,1.666,1.657,1.582,1.497,1.377,1.205,0.932,0.334,0.349,0.367,0.385,0.404,0.423,0.444,0.444,0.466,0.486,0.508,0.53,0.55,0.572,0.593,0.593,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
TINSLEY WIRE INDUSTRIES,3.19,3.209,3.161,3.179,3.199,3.217,3.213,3.219,3.215,3.191,3.138,2.962,2.998,3.043,3.087,3.134,3.183,3.234,3.272,3.326,3.377,3.431,3.485,3.534,3.59,3.643,3.644,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
TIVERTON ROAD,3.134,3.232,3.247,3.373,3.506,3.638,3.739,3.892,4.042,4.151,4.234,4.152,4.342,4.573,4.8,5.047,5.298,5.562,5.788,6.064,6.328,6.607,6.887,7.14,7.426,7.704,7.704,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
TODMORDEN,3.068,3.127,2.988,3.075,3.17,3.264,3.285,3.38,3.434,3.412,3.294,2.766,2.923,3.132,3.333,3.555,3.78,4.017,4.233,4.482,4.722,4.975,5.232,5.464,5.723,5.977,5.98,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
TOLLER LANE,2.788,2.89,2.797,2.912,3.034,3.151,3.2,3.324,3.421,3.45,3.399,2.979,3.169,3.394,3.617,3.856,4.1,4.356,4.532,4.801,5.059,5.33,5.604,5.853,6.131,6.402,6.403,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
